1	 'Besides,' he used to say, 'he is going to give me his wheelbarrow, and that 'is an act of pure generosity.'	0
2	“我要是把心给你了，我用什么来爱我的恋人？”他大声问道。 	1
3	有一次，一朵美丽的花儿从草地上探出头来，可是一看见那块告示牌，不禁为那些孩子感到十分难过，它把头又缩回地下去，呼呼睡起大觉来。	1
4	小松鼠回答说：“你已经把我妈妈杀害了。	2
5	这屋子曾经是所谓“愚蠢的约翰”的卧室，那个发疯的国王对打猎十分迷恋,经常在神智错乱时试图骑上那些扬起前蹄的大马，拖拽那头大猎狗正在攻击的公鹿,吹响他的狩猎号，用他的短剑刺向那只灰白的飞奔的母鹿。 	3
6	你肚子里什么都没有，整个儿一个草包。 	1
7	那个老日唇仪嘛，可是一个极其岀名的人物，他曾经亲自向查理五世皇帝一类的大人物报过时间呢，可他一见小矮人的样子，着实吃了一惊，差点儿忘了用他那根长长的带阴影的手指头指岀整整两分钟的时间，他忍不住对在栏杆上晒太阳的乳白色大孔雀说，是人就明白，国王的孩子还是国王，烧炭翁的孩子还是烧炭的，要阻止这种事情发生除非日头从西边出来;孔雀听了这番高论表示完全同意，忍不住尖声叫道：“当然，当然那沙哑的嗓门儿高声大调，竟惊动了在凉水哗哗喷涌的池子里住着的金鱼，他们把头探出水面,向那些石头大海神打听到底发生了什么事情。 	3
8	One night there flew over the city a little Swallow.	1
9	连公爵夫人人们称她为“管家市长”这位围着黄绉领的铁面瘦女人都不像平常那样气势汹汹的，皱巴巴的脸上掠过几丝冷笑,两片没有血色的薄嘴唇咧了咧。 	3
10	冬天的日子他过得也形单影只，因为磨坊主从来不来看望他。  	1
11	玫瑰树大声招呼夜莺朝那刺儿靠近再靠近。	3
12	他们中间的一个对另一个说：“我们这才是空欢喜一场，连一点儿好运气也摊不上，一个小娃娃能让一个人得到什么好处？	1
13	“我是来和你告别的。”他大声说。	1
14	Dead at his feet it was lying.	1
15	狗鱼是一个十足的妖怪，拿她们当早餐吃毫不犹豫。	3
16	And the Mole answered, 'Thou hast blinded mine eyes.	2
17	Downstairs ran the Giant in great joy, and out into the garden. 	0
18	“事实上，你是我见过的人中最容易动情的。” 	4
19	Surely Love is a wonderful thing.	4
20	他走进了房间，躺在他的小地铺上，开始思念他的情人儿；过了一会儿，他睡着了。 	1
21	那确实是一幕让人惊喜的景色。	0
22	但是那刺儿还没有戳到她的心,所以玫瑰的心还是白的，偏偏只有但写的心血才能将玫瑰的心染红了。 	1
23	He tried to press on, but something smooth and hard stopped him.	3
24	But the little Dwarf knew nothing of all this.	1
25	在一块用小珍珠绣着狮子和卡斯提尔塔楼的大金色华盖下，安放着御座，上面盖了一块遍布银郁金香、巧饰着银子和珍珠坠子的黑天鹅绒布罩。 	0
26	Huzza! Huzza! cried the Court, and the little Princess laughed with pleasure.	0
27	‘'Good morning,' said Hans, leaning on his spade, and smiling from ear to ear.	0
28	然而玫瑰树大声招呼夜莺把那刺顶得更紧些。	3
29	这欧洲北部的天气真是吓人。	3
30	“后来呢？”河鼠等了好一会儿，问道。 	1
31	他试图一直把手伸下去，但是某种又光又硬的东西阻止了他。 	3
32	“她像一朵白玫瑰！”他们呼叫着，纷纷从阳台上往她身上抛花儿。	0
33	巨人悄悄地站在他身后，轻轻地把他拿在手里，放在了树上。	4
34	‘It is not comfortable here,’ he remarked, ‘but no doubt it is some fashionable wateringplace, and they have sent me away to recruit my health.	1
35	But I am going to buy them all back again now.'	0
36	“我的玫瑰是红色的，”玫瑰树回答说，红得像鸽子的爪子，甚至比海洋深洞里的珊瑚大扇叶还要红。	0
37	Death is a great price to pay for a red rose, cried the Nightingale, "and Life is very dear to all.	3
38	But at last he knew that he was going to die. He had just strength to fly up to the Prince's shoulder once more.	1
39	Here and there over the grass stood beautiful flowers like stars, and there were twelve peachtrees that in the spring time broke out into delicate blossoms of pink and pearl, and in the autumn bore rich fruit. 	0
40	And the Tree cried to the Nightingale to press closer against the thorn.	3
41	In the centre of the grassplot was standing a beautiful Rosetree, and when she saw it she flew over to it, and lit upon a spray.	0
42	At that moment a curious crack sounded inside the statue, as if something had broken.	1
43	三天过去，婚礼正式举行。 	0
44	“别这样，上帝连麻雀都关心，给它们吃的呢。”他回答说。	4
45	I hate rudeness and bad manners of every kind, for I am extremely sensitive.	2
46	And when the courtiers heard them they looked at each other and whispered, saying: 'Surely he is mad; for what is a dream but a dream, and a vision but a vision? They are not real things that one should heed them. 	2
47	Therefore come with me, for I have a guest–chamber.'	0
48	The young Emperor was stretched on a couch of dyed lion skins, and a gerfalcon perched upon his wrist.	0
49	原来自己是个罗锅，奇形怪状，惨不忍睹呀！ 	1
50	How well you talk'! said the Miller's Wife, pouring herself out a large glass of warm ale, really I feel quite drowsy. 	0
51	It was a very wild night, and the wind was blowing and roaring round the house so terribly that at first he thought it was merely the storm.	3
52	The Flowers were quite indignant at his daring to intrude into their beautiful home, and when they saw him capering up and down the walks, and waving his arms above his head in such a ridiculous manner, they could not restrain their feelings any longer. 	2
53	老头儿从缠头布上取下一块花绸布，蒙在星孩的眼睛上，推操着往前面走。	3
54	我们从树上摘了熟石榴，掰开它们喝它们的甜汁儿。 	0
55	回声能弄出一个活像这真世界的世界吗？ 	0
56	We toil for them all day long, and they heap up gold in their coffers, and our children fade away before their time, and the faces of those we love become hard and evil. 	1
57	‘Well, I said Pylotechnic,’ answered the Rocket, in a severe tone of voice, and the Bengal Light felt so crushed that he began at once to bully the little squibs, in order to show that he was still a person of some importance.	2
58	So they put their noses in the air, and looked very haughty, and were quite delighted when after some time they saw the little Dwarf scramble up from the grass, and make his way across the terrace to the palace.	0
59	他往镜子里一看，见是他自己的脸,不禁大叫一声醒了过来，耀眼的阳光照进了屋子，花园和游乐园的树上传来鸟儿的鸣叫。	0
60	然而星孩呆在原地一动不动，对她完全关上了心扉，除了那女人痛苦的哭泣声外，别的什么也没听到。	1
61	And a bitter wind from the forest came in through the open door, and made her tremble, and she shivered, and said to him: Wilt thou not close the door?	3
62	星孩一看她走了，心下欢喜，赶紧去找他可以一起玩耍的小伙伴去了。	0
63	许多年过去了,巨人年纪很大很大了,身体衰老得不行。	1
64	And how shall we tend it?' And she was wroth against him.	2
65	“我原来以为有些人生来就有帝王相呢，”他回答说，“不过也许你说的有道理。 	4
66	“是呀，这也正是我想知道的。”鸭妈妈说；她游到水塘的另一头，一头扎进水里倒立起来，让她的孩子们好好学学她的样子。 	0
67	Now this wood was very fair to look at from without, and seemed full of singing birds and of sweet–scented flowers, and the Star–Child entered it gladly.	0
68	And the sea covered the young Fisherman with its waves.	1
69	那是一个可爰的大花园，茸茸绿草满地都是。	0
70	这个人为了爱情抛弃了上帝，终逃不脱上帝的审判，和他的情人双双躺在这里，快把他的尸体和他情人的尸体收起，埋到没人去的漂洗工墓地去，别往他们墓前立碑，什么痕迹也别留下，那样就都不知道他们葬身的地方了。 	1
71	When he saw her he sank upon one knee, and kissed her hand.	4
72	For on the loom of Sorrow, and by the white hands of Pain, has this my robe been woven. 	1
73	“今天夜里我要飞往埃及。”燕子说，为飞走一事兴奋不已。 	0
74	You will hear our gleeclub this evening.	0
75	傍晚时分他坐了下来，伤心地哭泣；正哭着，那只小兔子又来到他跟前。	1
76	他走啊走啊，一直走到森林的外围,他在这里看见成干上万的人在干河床上劳作。 	1
77	爰情确实是一件妙不可言的东西。	4
78	“一定是那个代表来了。”火箭说,努力做出很有尊严的样子。 	0
79	那是第二天就要举行加冕典礼的那天夜晚，年轻的国王独自坐在他的美丽的宫室里。	0
80	你不是说你把它卖了吗？干那种事可是很愚蠢的！' 	2
81	他害怕起来，赶紧把手闪开，那妖怪的手也赶紧闪开了。 	3
82	He played very badly, but no one had ever dared to tell him so, because he was the King.	2
83	“这是因为你干了一件好事啊。”王子说。	0
84	But the Nightingale's voice grew fainter, and her little wings began to beat, and a film came over her eyes.	1
85	Get thee gone, for I have no need of thee,' cried the young Fisherman, and he took the little knife with its handle of green viper’s skin, and cut away his shadow from around his feet, and it rose up and stood before him, and looked at him, and it was even as himself.	2
86	在士兵周围拥挤的人群之中，他看见了他的母亲，那个要饭女人，她身边站着那个曾坐在路边等他的麻风病人。 	1
87	At last they reached a little bay, and began to take soundings. 	0
88	‘That is because you have done a good action,’ said the Prince.	0
89	The bride and bridegroom, for instance, love each other very dearly.	4
90	“好哇！好哇！”整个宫廷呼喊着,娇小的公主笑得十分开心。	0
91	他重重地摔进了浪头里，他的伙伴赶快得得得跑走了。	1
92	For the future let those who come to play with me have no hearts,' she cried, and she ran out into the garden.	2
93	It is so entrancing that everybody lies awake to listen to us.	0
94	母亲啊，我过去给了你恨。	1
95	离这里不过一天的路程啊，就等你去了。 	1
96	And he was filled with joy, and seized it, and said to the Hare, 'The service that I did to thee thou hast rendered back again many times over, and the kindness that I showed thee thou hast repaid a hundred–fold.'	0
97	Their feathers were quite stiff with rime, but they did not mind, and they rolled their large yellow eyes, and called out to each other across the forest, 'Tu–whit!Tu–whoo! Tu–whit! Tu–whoo! what delightful weather we are having!'	0
98	“我不是要到埃及去，”燕子说，	1
99	“你当时在他身上发现什么标志没有？”她大声问道， 	2
100	The chief smiled, and showed me five heads fixed upon long reeds of bamboo.	0
101	“当然不是，”绿红雀回答说，“这才刚刚开始。” 	0
102	他们大多数人都兜售设拉子葡萄酒，那酒像蜜一样甜。 	0
103	在扁平的卵形盾上堆放着玉石，有红葡萄酒色，也有草绿色。 	0
104	And when it was day the young Fisherman rose up and said to his Soul, 'I will bind my hands that I may not do thy bidding, and close my lips that I may not speak thy words, and I will return to the place where she whom I love has her dwelling.	4
105	最后他对她开了口，话语又生硬又刻薄。	2
106	很遗憾，因为他长得奇丑无比，他才博得国王一笑。” 	1
107	‘This is a delightful spot,’ he said, ‘we must ask the Hail on a visit.’ 	0
108	我喜欢听我自己说话。	0
109	The Dwarf, however, was really quite irresistible, and even at the Spanish Court, always noted for its cultivated passion for the horrible, so fantastic a little monster had never been seen. 	0
110	他的心颤抖起来嘴里不由得叫出声来，他赶紧往阳光下走去。 	3
111	In fact, she is like most artists, she is all style, without any sincerity.	2
112	What a terrible misfortune! 	1
113	And a cry of joy broke from his lips, and he ran over, and kneeling down he kissed the wounds on his mother’s feet, and wet them with his tears.	0
114	And when the people were going to market at twelve o'clock they found the Giant playing with the children in the most beautiful garden they had ever seen.	0
115	But the girl frowned.	1
116	Only in the garden of the Selfish Giant it was still winter. 	1
117	 “我什么都不会送给你的。”贪婪说。	1
118	Therefore is it the god, and we worship it.’	3
119	“可我如何报答你呢，”星孩说，“你瞧！这可是你第三次救我了啊！”	4
120	So he stole quietly across, and drew it aside.	3
121	When they caught sight of Don Pedro they scowled at him, and some of them looked terrified, for only a few weeks before he had had two of their tribe hanged for sorcery in the market– place at Seville, but the pretty Infanta charmed them as she leaned back peeping over her fan with her great blue eyes, and they felt sure that one so lovely as she was could never be cruel to anybody. 	3
122	至于我别总爱掉眼泪的冋题嘛，很显然在场的各位都根本不懂感情是怎么回事。	2
123	那神像是用乌木雕刻成的，雕像是人的样子。 	3
124	Poor people, to lose their only son!	1
125	跟我走吧,我的儿子，我需要你的爰哪。	4
126	疼痛越来越厉害，她的歌儿越来越高亢，因为她唱的是用死亡成全的爱情，是不会在坟墓里死去的爱情。	1
127	Romance is a thing of the past.	1
128	But he answered him: 'Nay, for the cloak is neither mine nor thine, but the child’s only,' and he bade him Godspeed, and went to his own house and knocked.	4
129	 And he told them his three dreams. 	1
130	'Nay, but thou art indeed my little son, whom I bare in the forest,' she cried, and she fell on her knees, and held out her arms to him.	4
131	But as they were bewailing their misery to each other this strange thing happened.	1
132	When the moon rose I returned to the same place and sought for the house, but it was no longer there.	1
133	Once they sank into a deep drift, and came out as white as millers are, when the stones are grinding; and once they slipped on the hard smooth ice where the marsh–water was frozen, and their faggots fell out of their bundles, and they had to pick them up and bind them together again; and once they thought that they had lost their way, and a great terror seized on them, for they knew that the Snow is cruel to those who sleep in her arms.	3
134	Canst thou make these things not to be? Wilt thou take the leper for thy bedfellow, and set the beggar at thy board? Shall the lion do thy bidding, and the wild boar obey thee? Is not He who made misery wiser than thou art?	3
135	Nay, but thou hadst pity on me first,' said the Hare, and it ran away swiftly.	4
136	A person who, because he has corns himself, always treads on other people's toes, answered the Roman Candle in a low whisper, and the Cracker nearly exploded with laughter.	0
137	He crept away, lest he should see it, and covered his eyes with his hands.	3
138	At the end of the hall hung a richly embroidered curtain of black velvet, powdered with suns and stars, the King’s favourite devices, and broidered on the colour he loved best.	0
139	“是我自己的。”每一个市议员都说，他们就吵了起来。 	2
140	Hans, I am surprised at you,' said the Miller, friendship never forgets.	4
141	I have got all my creepers to nail up, and all my flowers to water, and all my grass to roll.	0
142	Accursed be the Sea–folk, and accursed be all they who traffic with them.	2
143	In front of their booths sit the merchants on silken carpets.	0
144	The red rose heard it, and it trembled all over with ecstasy, and opened its petals to the cold morning air.	0
145	突然间，一只狗在树林里叫起来，跳舞的人停了下来，双双走了过去，跪下来,亲吻那个人的手。 	4
146	这男人一时无话，但仍站在门前不动弹。 	3
147	One of the windows is open, and through it I can see a woman seated at a table.	1
148	Indeed, I took the chair at a meeting some time ago, and we passed resolutions condemning everything that we did not like.	2
149	‘'Real friends should have everything in common,' the Miller used to say, and little Hans nodded and smiled, and felt very proud of having a friend with such noble ideas.	0
150	Come thou with me,' said the Hare, 'and I will lead thee to it, for I know where it is hidden, and for what purpose.'	0
151	“我的心是我的恋人的，”他回答说，“用不着犹豫，只让你离开就行了。” 	2
152	我上一次见到他们,他们还在争吵昵。	2
153	我们坐在那里正在兴头上，一个老人朝我们走来,他拿着一块皮毯子和一把有两只琥珀角的鲁特琴。 	0
154	The King is there himself in his painted coffin.	1
155	Pale was it, at first, as the mist that hangs over the river—pale as the feet of the morning, and silver as the wings of the dawn.	0
156	“等月儿圆时，等月儿圆时。”她嘟哝说。 	1
157	这屋子现在用来作会议室，正中央的桌子上摆着大臣们的红色文件夹，盖着西班牙金郁金香徽，还有哈普斯堡皇家的纹章和标志。 	0
158	“真是奇怪，”他说，“天气虽然这么冷，我现在却觉得身上热乎乎的。” 	0
159	实际上，她和大多数艺术家没有什么两样；她就是花架子，不讲一点真诚。 	2
160	‘Swallow, Swallow, little Swallow,’ said the Prince, ‘will you not stay with me one night longer?’	4
161	How lucky you mentioned it!	0
162	We have certain accomplishments, and that is more than sufficient.	0
163	这片树林从外面看去非常漂亮，好像到处都是欢唱的鸟儿，到处都是温馨的花朵，星孩满心高兴地走了进去。	0
164	听你谈论友谊是一种享受。我敢说连那个教士都说不出你这样中听的话，别看他住在一幢三层楼大住宅里，小拇指上还戴着一个金戒指。 	0
